gender,age,department,total_usetime,social_usetime,communication_usetime,entertainment_usetime,news_usetime,system_usetime,notification_usetime,view_order_top,view_order_middle,view_order_bottom,scenario,tol_111111,tol_1122,tol_123,tol_222,tol_24,tol_15
女,19～22歲,lb,三至四小時,二至三小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,resting,cseywn,cseynw,cesnwy,cseynw,csenwy,censwy
女,19～22歲,ed,三至四小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,wcsney,wcnsey,wcseny,cwnsey,cwensy,wcensy
男,22～28歲,oe,五小時以上,一至二小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
女,19～22歲,cs,三至四小時,半小時以下,半小時以下,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,ecswny,ecswny,ecsnwy,ceswny,censwy,ecnswy
女,19～22歲,mg,二至三小時,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,wcseny,wcesny,wcseny,cwesny,cwensy,wcensy
男,19～22歲,oe,三至四小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半至一小時,最先看,中,最後看,wakingup,nscewy,nscewy,ncsewy,nscewy,nscewy,nceswy
男,19～22歲,oe,三至四小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半至一小時,最先看,中,最後看,commuting,scewyn,scewny,scenwy,csewny,csenwy,scenwy
男,19～22歲,mg,二至三小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,scwney,scnwey,scweny,csnwey,csenwy,scenwy
女,19～22歲,ed,五小時以上,三小時以上,三小時以上,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,cseynw,cseynw,cesnwy,cseynw,csenwy,censwy
男,29歲以上,oe,五小時以上,二至三小時,二至三小時,一至二小時,一至二小時,半小時以下,半小時以下,中,最先看,最後看,working,cnswey,cnswey,cnsewy,cnswey,cneswy,censwy
男,22～28歲,oe,二至三小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,cwnesy,cwensy,cnwesy,cwensy,cwensy,censwy
男,19～22歲,ot,二至三小時,半至一小時,一至二小時,半至一小時,半至一小時,半小時以下,半至一小時,中,最先看,最後看,resting,csewny,csewny,cesnwy,csewny,csenwy,censwy
男,19～22歲,cs,五小時以上,一至二小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csenyw,csenwy,cesnwy,csenwy,csenwy,censwy
女,19～22歲,cs,五小時以上,半至一小時,一至二小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csynew,csnyew,csyenw,csnyew,csenwy,censwy
女,19～22歲,cs,三至四小時,,,,,,,最先看,中,最後看,working,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
女,19～22歲,mg,五小時以上,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
男,19～22歲,cs,五小時以上,三小時以上,半至一小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csenyw,csenwy,cesnwy,csenwy,csenwy,censwy
女,29歲以上,oe,一至二小時,半至一小時,半小時以下,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,wakingup,scewyn,scewny,scenwy,csewny,csenwy,scenwy
男,19～22歲,ee,三至四小時,半至一小時,半至一小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
男,19～22歲,cs,五小時以上,二至三小時,二至三小時,二至三小時,半至一小時,半至一小時,半至一小時,中,最先看,最後看,commuting,scenyw,scenwy,scenwy,csenwy,csenwy,scenwy
女,19～22歲,cs,二至三小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,ecswyn,ecswny,ecsnwy,ceswny,censwy,ecnswy
男,19～22歲,cs,三至四小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
女,19～22歲,ed,三至四小時,一至二小時,二至三小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,nscewy,nscewy,ncsewy,nscewy,nscewy,nceswy
女,19～22歲,ee,五小時以上,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncyswe,ncsyew,ncyesw,cnsyew,cneswy,nceswy
女,29歲以上,ee,五小時以上,半至一小時,三小時以上,一至二小時,半至一小時,半小時以下,半至一小時,最先看,最後看,中,working,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
女,19～22歲,cs,三至四小時,半至一小時,半小時以下,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
男,19～22歲,lb,三至四小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csnwye,csnwey,cnsewy,csnwey,csenwy,censwy
女,19～22歲,cs,三至四小時,一至二小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
男,19～22歲,ee,五小時以上,二至三小時,半至一小時,一至二小時,半至一小時,半小時以下,半小時以下,中,最先看,最後看,working,cnswey,cnswey,cnsewy,cnswey,cneswy,censwy
男,19～22歲,cs,五小時以上,半至一小時,半至一小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
女,19～22歲,ee,三至四小時,二至三小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cnsywe,cnsyew,cnsewy,cnsyew,cneswy,censwy
男,19～22歲,cs,五小時以上,三小時以上,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,nscewy,nscewy,ncsewy,nscewy,nscewy,nceswy
男,19～22歲,sc,二至三小時,半至一小時,半小時以下,一至二小時,半至一小時,半小時以下,半小時以下,最後看,中,最先看,working,cwnsye,cwnsey,cnwesy,cwnsey,cwensy,censwy
女,19～22歲,cs,二至三小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,cswnye,csnwey,csweny,csnwey,csenwy,censwy
女,19～22歲,mg,二至三小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csnwye,csnwey,cnsewy,csnwey,csenwy,censwy
女,19～22歲,ed,三至四小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,半至一小時,中,最先看,最後看,resting,csnwye,csnwey,cnsewy,csnwey,csenwy,censwy
男,19～22歲,cs,三至四小時,一至二小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csweny,csewny,csweny,csewny,csenwy,censwy
男,29歲以上,sc,五小時以上,半至一小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,中,最先看,最後看,commuting,ncwsey,ncswey,ncwesy,cnswey,cneswy,nceswy
男,19～22歲,ee,五小時以上,一至二小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csnewy,csenwy,cnsewy,csenwy,csenwy,censwy
女,19～22歲,ed,三至四小時,一至二小時,二至三小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,escnyw,escnwy,ecsnwy,escnwy,escnwy,ecnswy
男,19～22歲,cs,五小時以上,半至一小時,半至一小時,三小時以上,半至一小時,半小時以下,半小時以下,最先看,中,最後看,working,cswyne,cswyen,csweny,cswyen,csenwy,censwy
女,19～22歲,cs,三至四小時,二至三小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
女,19～22歲,oe,五小時以上,一至二小時,半至一小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
女,19～22歲,mg,三至四小時,一至二小時,半小時以下,三小時以上,半小時以下,半小時以下,半小時以下,中,最後看,最先看,wakingup,csewny,csewny,cesnwy,csewny,csenwy,censwy
女,29歲以上,mg,二至三小時,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,cewnsy,cenwsy,cewnsy,cenwsy,censwy,censwy
男,22～28歲,cs,三至四小時,半至一小時,半至一小時,一至二小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,working,ncwsey,ncswey,ncwesy,cnswey,cneswy,nceswy
女,19～22歲,ed,三至四小時,半至一小時,半小時以下,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cnwsey,cnswey,cnwesy,cnswey,cneswy,censwy
男,19～22歲,ot,二至三小時,半至一小時,一至二小時,半至一小時,半至一小時,半小時以下,半至一小時,中,最先看,最後看,wakingup,esycwn,escynw,esycnw,escynw,escnwy,ecnswy
男,19～22歲,mg,二至三小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,scewny,scewny,scenwy,csewny,csenwy,scenwy
男,19～22歲,oe,二至三小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,scewny,scewny,scenwy,csewny,csenwy,scenwy
女,19～22歲,cs,三至四小時,,,,,,,最先看,中,最後看,resting,nsecwy,nscewy,nescwy,nscewy,nscewy,nceswy
男,19～22歲,cs,三至四小時,,,,,,,最先看,最後看,中,wakingup,cnsewy,cneswy,cnsewy,cneswy,cneswy,censwy
女,19～22歲,lb,三至四小時,一至二小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,cnywse,cnwyes,cnyesw,cnwyes,cneswy,censwy
女,29歲以上,lb,二至三小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,nwcsye,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
女,19～22歲,sc,五小時以上,三小時以上,三小時以上,半小時以下,半至一小時,半至一小時,一至二小時,最先看,中,最後看,resting,cswnye,csnwey,csweny,csnwey,csenwy,censwy
男,19～22歲,cs,五小時以上,三小時以上,二至三小時,三小時以上,一至二小時,半小時以下,半小時以下,最先看,中,最後看,wakingup,nwcyse,nwcyes,ncwesy,nwcyes,nwcesy,nceswy
男,22～28歲,ot,五小時以上,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半至一小時,最先看,中,最後看,wakingup,nwecsy,nwcesy,newcsy,nwcesy,nwcesy,nceswy
女,19～22歲,sc,五小時以上,二至三小時,二至三小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,cnwesy,cnewsy,cnwesy,cnewsy,cneswy,censwy
女,19～22歲,sc,五小時以上,二至三小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,working,scwnye,scnwey,scweny,csnwey,csenwy,scenwy
女,19～22歲,cs,三至四小時,,,,,,,最先看,中,最後看,commuting,scwney,scnwey,scweny,csnwey,csenwy,scenwy
女,19～22歲,mg,五小時以上,半至一小時,一至二小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cnsewy,cneswy,cnsewy,cneswy,cneswy,censwy
男,19～22歲,cs,五小時以上,三小時以上,半至一小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csenyw,csenwy,cesnwy,csenwy,csenwy,censwy
男,19～22歲,lb,五小時以上,一至二小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csewny,csewny,cesnwy,csewny,csenwy,censwy
男,19～22歲,cs,五小時以上,一至二小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,ncsewy,nceswy,ncsewy,cneswy,cneswy,nceswy
女,19～22歲,cs,三至四小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,cesnwy,censwy,cesnwy,censwy,censwy,censwy
男,19～22歲,oe,二至三小時,半至一小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,最後看,中,最先看,working,ynwesc,ynewcs,ynwces,nyewcs,nycesw,ycensw
女,19～22歲,cs,五小時以上,一至二小時,半至一小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,cwnyse,cwnyes,cnwesy,cwnyes,cwensy,censwy
男,19～22歲,ee,五小時以上,一至二小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cwesyn,cwesny,cewnsy,cwesny,cwensy,censwy
男,19～22歲,cs,二至三小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csewny,csewny,cesnwy,csewny,csenwy,censwy
女,19～22歲,oe,五小時以上,一至二小時,半至一小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cswyne,cswyen,csweny,cswyen,csenwy,censwy
男,29歲以上,oe,三至四小時,半小時以下,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,wakingup,cwsyne,cwsyen,csweny,cwsyen,cwensy,censwy
女,19～22歲,mg,一至二小時,半小時以下,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,最後看,中,最先看,working,wcysne,wcsyen,wcyens,cwsyen,cwensy,wcensy
女,19～22歲,mg,二至三小時,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csewny,csewny,cesnwy,csewny,csenwy,censwy
女,29歲以上,mg,二至三小時,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csewyn,csewny,cesnwy,csewny,csenwy,censwy
男,19～22歲,sc,三至四小時,,,,,,,最先看,中,最後看,resting,cswnye,csnwey,csweny,csnwey,csenwy,censwy
女,19～22歲,cs,五小時以上,二至三小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,cwnsey,cwnsey,cnwesy,cwnsey,cwensy,censwy
男,19～22歲,ee,五小時以上,一至二小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,cwesyn,cwesny,cewnsy,cwesny,cwensy,censwy
男,19～22歲,cs,五小時以上,半至一小時,半小時以下,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,censyw,censwy,censwy,censwy,censwy,censwy
女,19～22歲,cs,五小時以上,一至二小時,半至一小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cwseyn,cwesny,csweny,cwesny,cwensy,censwy
女,19～22歲,ed,三至四小時,一至二小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csnewy,csenwy,cnsewy,csenwy,csenwy,censwy
女,19～22歲,lb,二至三小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,escwyn,escwny,ecsnwy,escwny,escnwy,ecnswy
男,19～22歲,oe,一小時以下,半小時以下,一至二小時,二至三小時,三小時以上,一至二小時,半至一小時,最後看,中,最先看,working,ecsnyw,ecnswy,ecsnwy,censwy,censwy,ecnswy
女,19～22歲,ee,三至四小時,半至一小時,二至三小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,cswnye,csnwey,csweny,csnwey,csenwy,censwy
女,19～22歲,lb,二至三小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,wecsyn,wecsny,wcensy,ewcsny,ewcnsy,wcensy
女,19～22歲,bi,三至四小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cnswey,cnswey,cnsewy,cnswey,cneswy,censwy
男,19～22歲,lb,三至四小時,半至一小時,一至二小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,最後看,中,resting,nscwye,nscwey,ncsewy,nscwey,nscewy,nceswy
男,19～22歲,cs,三至四小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,ncsewy,nceswy,ncsewy,cneswy,cneswy,nceswy
女,16～18歲,cs,三至四小時,半至一小時,二至三小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,ncsyew,ncsyew,ncsewy,cnsyew,cneswy,nceswy
男,19～22歲,oe,三至四小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
男,19～22歲,cs,五小時以上,一至二小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,ncsewy,nceswy,ncsewy,cneswy,cneswy,nceswy
女,29歲以上,mg,二至三小時,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,cseywn,cseynw,cesnwy,cseynw,csenwy,censwy
女,19～22歲,cs,三至四小時,二至三小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
男,19～22歲,oe,五小時以上,半至一小時,二至三小時,二至三小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,resting,censwy,censwy,censwy,censwy,censwy,censwy
男,19～22歲,cs,三至四小時,一至二小時,半至一小時,一至二小時,半至一小時,半小時以下,半至一小時,最先看,中,最後看,wakingup,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
男,19～22歲,cs,五小時以上,,,,,,,最後看,中,最先看,wakingup,ynwesc,ynewcs,ynwces,nyewcs,nycesw,ycensw
女,16～18歲,lb,二至三小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
女,16～18歲,cs,三至四小時,半至一小時,二至三小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncsewy,nceswy,ncsewy,cneswy,cneswy,nceswy
女,19～22歲,lb,二至三小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csnywe,csnyew,cnsewy,csnyew,csenwy,censwy
男,29歲以上,sc,五小時以上,半至一小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,中,最先看,最後看,resting,ncwsey,ncswey,ncwesy,cnswey,cneswy,nceswy
女,29歲以上,cs,二至三小時,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,enscwy,encswy,enscwy,encswy,encswy,ecnswy
男,19～22歲,oe,五小時以上,半至一小時,二至三小時,二至三小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,working,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
女,19～22歲,ed,五小時以上,半至一小時,一至二小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,ecnswy,ecnswy,ecnswy,censwy,censwy,ecnswy
男,19～22歲,mg,三至四小時,一至二小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csynwe,csnyew,csyenw,csnyew,csenwy,censwy
男,19～22歲,cs,二至三小時,一至二小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,最後看,中,commuting,ceswny,ceswny,cesnwy,ceswny,censwy,censwy
女,19～22歲,mg,三至四小時,半小時以下,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,ncwsey,ncswey,ncwesy,cnswey,cneswy,nceswy
女,29歲以上,mg,二至三小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csnewy,csenwy,cnsewy,csenwy,csenwy,censwy
女,29歲以上,cs,五小時以上,三小時以上,三小時以上,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,cnswey,cnswey,cnsewy,cnswey,cneswy,censwy
男,19～22歲,cs,二至三小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,半至一小時,最先看,中,最後看,wakingup,nwcyse,nwcyes,ncwesy,nwcyes,nwcesy,nceswy
女,19～22歲,sc,五小時以上,半至一小時,半至一小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,cnswey,cnswey,cnsewy,cnswey,cneswy,censwy
女,16～18歲,mg,三至四小時,一至二小時,一至二小時,半至一小時,半至一小時,半至一小時,半小時以下,最後看,中,最先看,working,scewyn,scewny,scenwy,csewny,csenwy,scenwy
女,19～22歲,lb,三至四小時,一至二小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,cnywse,cnwyes,cnyesw,cnwyes,cneswy,censwy
女,19～22歲,cs,三至四小時,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最後看,最先看,中,working,csnewy,csenwy,cnsewy,csenwy,csenwy,censwy
女,19～22歲,cs,二至三小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csewny,csewny,cesnwy,csewny,csenwy,censwy
女,29歲以上,mg,二至三小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,cswney,csnwey,csweny,csnwey,csenwy,censwy
女,19～22歲,lb,二至三小時,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,ecswny,ecswny,ecsnwy,ceswny,censwy,ecnswy
男,19～22歲,cs,三至四小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,ncsewy,nceswy,ncsewy,cneswy,cneswy,nceswy
男,19～22歲,oe,二至三小時,半小時以下,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,wncsey,wncsey,wcnesy,nwcsey,nwcesy,wcensy
女,19～22歲,cs,五小時以上,二至三小時,一至二小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,scenwy,scenwy,scenwy,csenwy,csenwy,scenwy
男,19～22歲,cs,五小時以上,半至一小時,半至一小時,二至三小時,半至一小時,半小時以下,半至一小時,最先看,中,最後看,commuting,ncwsey,ncswey,ncwesy,cnswey,cneswy,nceswy
女,19～22歲,sc,五小時以上,一至二小時,半至一小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,nwyecs,nweycs,nwyces,nweycs,nwcesy,nceswy
女,19～22歲,ed,五小時以上,半至一小時,一至二小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,ncwesy,ncewsy,ncwesy,cnewsy,cneswy,nceswy
女,19～22歲,mg,二至三小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,ncsewy,nceswy,ncsewy,cneswy,cneswy,nceswy
女,19～22歲,ee,二至三小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cnswey,cnswey,cnsewy,cnswey,cneswy,censwy
女,19～22歲,ed,三至四小時,一至二小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csnewy,csenwy,cnsewy,csenwy,csenwy,censwy
女,19～22歲,cs,一至兩小時,,,,,,,最先看,中,最後看,working,nwcsey,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
女,19～22歲,ed,三至四小時,半至一小時,半小時以下,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csnwye,csnwey,cnsewy,csnwey,csenwy,censwy
女,19～22歲,ed,三至四小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,wnscey,wncsey,wnscey,nwcsey,nwcesy,wcensy
男,19～22歲,cs,五小時以上,三小時以上,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,cnwsey,cnswey,cnwesy,cnswey,cneswy,censwy
